instrText,stimDoor,stimDoorLure,stimFace,stimFaceLure,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Func,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,Stim,Lure,Participant*,date,expName,psychopyVersion,frameRate,
,L_SD516.jpg,1,L_MF516.jpg,1,,,,,0,79,79,115,imgFunc,1,NA,2.1271401999999853,262.7491253999999,265.0749545599999,2022-04-12 14:25:17.337697,2022-04-12 14:25:19.661423,L_MF516.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD016.jpg,0,FF016.jpg,0,,,,,0,80,80,15,imgFunc,2,NA,0.8443498999999974,265.08766909999986,266.1127515599999,2022-04-12 14:25:19.686356,2022-04-12 14:25:20.710589,FF016.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD016.jpg,0,MF016.jpg,0,,,,,0,81,81,75,imgFunc,0,NA,1.42235699999992,266.1292862999999,267.73791886000004,2022-04-12 14:25:20.735524,2022-04-12 14:25:22.342184,MF016.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD517.jpg,1,L_MF517.jpg,1,,,,,0,82,82,116,imgFunc,0,NA,0.827905200000032,267.75067949999993,268.74343526000007,2022-04-12 14:25:22.367117,2022-04-12 14:25:23.358442,L_MF517.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD513.jpg,1,L_MF513.jpg,1,,,,,0,83,83,112,imgFunc,0,NA,0.7800047000000632,268.7733618,269.7338275599998,2022-04-12 14:25:23.382376,2022-04-12 14:25:24.340787,L_MF513.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD012.jpg,0,MF012.jpg,0,,,,,0,84,84,71,imgFunc,0,NA,0.5009696000001895,269.75148379999996,270.4306883600002,2022-04-12 14:25:24.363727,2022-04-12 14:25:25.039902,MF012.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD021.jpg,0,FF021.jpg,0,,,,,0,85,85,20,imgFunc,0,NA,0.6987567000001036,270.4673539999999,271.35891666,2022-04-12 14:25:25.065831,2022-04-12 14:25:25.956426,FF021.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD502.jpg,1,L_FF502.jpg,1,,,,,0,86,86,41,imgFunc,0,NA,0.6453636999999617,271.3820183999999,272.20716975999994,2022-04-12 14:25:25.981360,2022-04-12 14:25:26.805134,L_FF502.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD506.jpg,1,L_MF506.jpg,1,,,,,0,87,87,105,imgFunc,0,NA,0.6420595999998113,272.21808739999983,273.03320385999996,2022-04-12 14:25:26.827076,2022-04-12 14:25:27.637885,L_MF506.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD515.jpg,1,L_MF515.jpg,1,,,,,0,88,88,114,imgFunc,0,NA,0.6015529999999671,273.05203749999987,273.8294065599998,2022-04-12 14:25:27.662819,2022-04-12 14:25:28.437726,L_MF515.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD034.jpg,0,FF034.jpg,0,,,,,0,89,89,33,imgFunc,0,NA,0.5029852999998639,273.8719116999998,274.5651758599997,2022-04-12 14:25:28.462658,2022-04-12 14:25:29.153793,FF034.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD507.jpg,1,L_FF507.jpg,1,,,,,0,90,90,46,imgFunc,9,NA,0.9669090999998389,274.57697499999995,275.73291575999997,2022-04-12 14:25:29.179723,2022-04-12 14:25:30.334603,L_FF507.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD037.jpg,0,FF037.jpg,0,,,,,0,91,91,36,imgFunc,9,NA,0.8499303000000964,275.7544247999999,276.7984366600001,2022-04-12 14:25:30.351564,2022-04-12 14:25:31.384769,FF037.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD004.jpg,0,MF004.jpg,0,,,,,0,92,92,63,imgFunc,0,NA,0.7824064999999791,276.8053178,277.7607857600001,2022-04-12 14:25:31.411697,2022-04-12 14:25:32.367116,MF004.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD032.jpg,0,MF032.jpg,0,,,,,0,93,93,91,imgFunc,0,NA,0.704763899999989,277.7981563999999,278.68953725999995,2022-04-12 14:25:32.393048,2022-04-12 14:25:33.282786,MF032.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD014.jpg,0,FF014.jpg,0,,,,,0,94,94,13,imgFunc,9,NA,0.4653071000000182,278.6910542999999,279.3380083599998,2022-04-12 14:25:33.305725,2022-04-12 14:25:33.948985,FF014.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD018.jpg,0,FF018.jpg,0,,,,,0,95,95,17,imgFunc,9,NA,0.5789583000000675,279.3771075999998,280.15916175999996,2022-04-12 14:25:33.970927,2022-04-12 14:25:34.748827,FF018.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD502.jpg,1,L_MF502.jpg,1,,,,,0,96,96,101,imgFunc,0,NA,0.46602359999997134,280.1633075,280.80583226,2022-04-12 14:25:34.773759,2022-04-12 14:25:35.415030,L_MF502.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD014.jpg,0,MF014.jpg,0,,,,,0,97,97,73,imgFunc,0,NA,0.5558132000001024,280.8424029999999,281.58450945999994,2022-04-12 14:25:35.439961,2022-04-12 14:25:36.180962,MF014.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD514.jpg,1,L_FF514.jpg,1,,,,,0,98,98,53,imgFunc,0,NA,0.47207380000008925,281.6159063,282.2903329600001,2022-04-12 14:25:36.206890,2022-04-12 14:25:36.880072,L_FF514.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD501.jpg,1,L_FF501.jpg,1,,,,,0,99,99,40,imgFunc,0,NA,0.4011617999999544,282.3089537999999,282.9032681599999,2022-04-12 14:25:36.905005,2022-04-12 14:25:37.496411,L_FF501.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD010.jpg,0,MF010.jpg,0,,,,,0,100,100,69,imgFunc,1,NA,1.339469999999892,282.9251850999999,284.44738345999986,2022-04-12 14:25:37.522340,2022-04-12 14:25:39.044228,MF010.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD022.jpg,0,FF022.jpg,0,,,,,0,101,101,21,imgFunc,9,NA,1.0249221999999918,284.4721918,285.6820359600001,2022-04-12 14:25:39.069163,2022-04-12 14:25:40.276903,FF022.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD036.jpg,0,FF036.jpg,0,,,,,0,102,102,35,imgFunc,0,NA,0.6559488000000329,285.6955899999998,286.5366507599997,2022-04-12 14:25:40.302833,2022-04-12 14:25:41.142563,FF036.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD510.jpg,1,L_FF510.jpg,1,,,,,0,103,103,49,imgFunc,0,NA,0.8777692999999545,286.56086519999985,287.62176546,2022-04-12 14:25:41.167498,2022-04-12 14:25:42.225639,L_FF510.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD013.jpg,0,MF013.jpg,0,,,,,0,104,104,72,imgFunc,0,NA,0.48526459999993676,287.6440378,288.30447826,2022-04-12 14:25:42.250573,2022-04-12 14:25:42.908795,MF013.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD019.jpg,0,FF019.jpg,0,,,,,0,105,105,18,imgFunc,0,NA,0.6230924999999843,288.32935529999986,289.14004486,2022-04-12 14:25:42.932730,2022-04-12 14:25:43.741548,FF019.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD028.jpg,0,MF028.jpg,0,,,,,0,106,106,87,imgFunc,0,NA,0.6060609000001023,289.15103269999986,289.92593985999997,2022-04-12 14:25:43.766480,2022-04-12 14:25:44.540390,MF028.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD023.jpg,0,MF023.jpg,0,,,,,0,107,107,82,imgFunc,0,NA,0.6407434000000194,289.9689735999998,290.7937598599999,2022-04-12 14:25:44.566322,2022-04-12 14:25:45.390095,MF023.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD505.jpg,1,L_FF505.jpg,1,,,,,0,108,108,44,imgFunc,0,NA,0.5207780000000639,290.81130689999986,291.51750075999985,2022-04-12 14:25:45.416028,2022-04-12 14:25:46.122119,L_FF505.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD027.jpg,0,FF027.jpg,0,,,,,0,109,109,26,imgFunc,0,NA,0.7173109999998815,291.5423575,292.44404525999994,2022-04-12 14:25:46.143062,2022-04-12 14:25:47.038644,FF027.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD017.jpg,0,FF017.jpg,0,,,,,0,110,110,16,imgFunc,0,NA,0.6173937000000933,292.4711777,293.28157055999986,2022-04-12 14:25:47.062582,2022-04-12 14:25:47.870399,FF017.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD001.jpg,0,FF001.jpg,0,,,,,0,111,111,0,imgFunc,1,NA,1.811343000000079,293.2904429,295.28535626000007,2022-04-12 14:25:47.894336,2022-04-12 14:25:49.885956,FF001.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD007.jpg,0,MF007.jpg,0,,,,,0,112,112,66,imgFunc,1,NA,0.6690770999998676,295.29830519999996,296.1394773600002,2022-04-12 14:25:49.911887,2022-04-12 14:25:50.751626,MF007.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD008.jpg,0,MF008.jpg,0,,,,,0,113,113,67,imgFunc,1,NA,0.6597438999999667,296.1714482,297.0116025599998,2022-04-12 14:25:50.777550,2022-04-12 14:25:51.617281,MF008.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD029.jpg,0,FF029.jpg,0,,,,,0,114,114,28,imgFunc,2,NA,0.4209961999999905,297.0497565999999,297.65869836000024,2022-04-12 14:25:51.643214,2022-04-12 14:25:52.250571,FF029.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD030.jpg,0,MF030.jpg,0,,,,,0,115,115,89,imgFunc,2,NA,1.6810390999999072,297.6797291999999,299.5510157599997,2022-04-12 14:25:52.277499,2022-04-12 14:25:54.148447,MF030.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD520.jpg,1,L_FF520.jpg,1,,,,,0,116,116,59,imgFunc,2,NA,0.7157462000000123,299.57145549999996,300.46000316000004,2022-04-12 14:25:54.175377,2022-04-12 14:25:55.063975,L_FF520.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD011.jpg,0,MF011.jpg,0,,,,,0,117,117,70,imgFunc,9,NA,0.8831207000000632,300.49066519999997,301.56785186,2022-04-12 14:25:55.088909,2022-04-12 14:25:56.164005,MF011.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD035.jpg,0,FF035.jpg,0,,,,,0,118,118,34,imgFunc,1,NA,1.3425521000001481,301.5863807999999,303.11530226000013,2022-04-12 14:25:56.186944,2022-04-12 14:25:57.712823,FF035.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD510.jpg,1,L_MF510.jpg,1,,,,,0,119,119,109,imgFunc,2,NA,2.1018159000000196,303.1296511999999,305.4012157599998,2022-04-12 14:25:57.738754,2022-04-12 14:26:00.010620,L_MF510.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,,,,,,,,,,,,,instrFunc,space,"Great work! 

 Now you will switch to the other image type.

 Press the spacebar whenever you are ready to start.",2.531651699999884,305.2834988999998,307.87323152999966,2022-04-12 14:26:00.012614,2022-04-12 14:26:02.591650,,,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD023.jpg,0,FF023.jpg,0,,,,,0,0,0,22,imgFunc,1,NA,2.5629934999999477,308.11427119999985,310.8520851699998,2022-04-12 14:26:02.726289,2022-04-12 14:26:05.455917,DD023.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD006.jpg,0,FF006.jpg,0,,,,,0,1,1,5,imgFunc,0,NA,1.8226388999999017,310.8696258,312.8614342599999,2022-04-12 14:26:05.480850,2022-04-12 14:26:07.470478,DD006.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD001.jpg,0,FF001.jpg,0,,,,,0,2,2,0,imgFunc,1,NA,3.103053799999998,312.87262399999986,316.13166465999984,2022-04-12 14:26:07.495412,2022-04-12 14:26:10.751618,DD001.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD003.jpg,0,MF003.jpg,0,,,,,0,3,3,62,imgFunc,1,NA,1.111486700000114,316.18142739999985,317.4727214899997,2022-04-12 14:26:10.793506,2022-04-12 14:26:12.084023,SD003.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD028.jpg,0,FF028.jpg,0,,,,,0,4,4,27,imgFunc,0,NA,1.1851426000000629,317.47817139999984,318.82009675999984,2022-04-12 14:26:12.108954,2022-04-12 14:26:13.449337,DD028.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD519.jpg,1,L_MF519.jpg,1,,,,,0,5,5,118,imgFunc,0,NA,1.3901325000001634,318.84651689999987,320.39134895999996,2022-04-12 14:26:13.473271,2022-04-12 14:26:15.015106,L_SD519.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD507.jpg,1,L_MF507.jpg,1,,,,,0,6,6,106,imgFunc,0,NA,1.300944900000104,320.42118979999987,321.89685826000004,2022-04-12 14:26:15.039043,2022-04-12 14:26:16.513063,L_SD507.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD504.jpg,1,L_MF504.jpg,1,,,,,0,7,7,103,imgFunc,0,NA,0.7667021000002023,321.91069419999985,322.8395533600001,2022-04-12 14:26:16.536998,2022-04-12 14:26:17.462498,L_SD504.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD040.jpg,0,FF040.jpg,0,,,,,0,8,8,39,imgFunc,9,NA,1.3908606999998483,322.86209689999987,324.4263578599998,2022-04-12 14:26:17.484439,2022-04-12 14:26:19.044228,DD040.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD008.jpg,0,FF008.jpg,0,,,,,0,9,9,7,imgFunc,9,NA,0.8534036000000924,324.4464051,325.45847026,2022-04-12 14:26:19.068164,2022-04-12 14:26:20.077439,DD008.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD004.jpg,0,MF004.jpg,0,,,,,0,10,10,63,imgFunc,0,NA,1.1351597999996557,325.47093159999986,326.7624385600002,2022-04-12 14:26:20.102373,2022-04-12 14:26:21.391889,SD004.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD514.jpg,1,L_FF514.jpg,1,,,,,0,11,11,53,imgFunc,9,NA,0.6003188999998201,326.7966830999999,327.55925655999954,2022-04-12 14:26:21.415825,2022-04-12 14:26:22.174775,L_DD514.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD015.jpg,0,MF015.jpg,0,,,,,0,12,12,74,imgFunc,9,NA,0.7110463999997592,327.57026730000007,328.43474365999964,2022-04-12 14:26:22.197713,2022-04-12 14:26:23.057391,SD015.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD512.jpg,1,L_FF512.jpg,1,,,,,0,13,13,51,imgFunc,1,NA,1.2878831999996692,328.4673272,329.92917806000014,2022-04-12 14:26:23.081327,2022-04-12 14:26:24.539390,L_DD512.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD030.jpg,0,FF030.jpg,0,,,,,0,14,14,29,imgFunc,0,NA,0.7727310000000216,329.9484290999999,330.89267925999957,2022-04-12 14:26:24.564324,2022-04-12 14:26:25.505781,DD030.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD020.jpg,0,MF020.jpg,0,,,,,0,15,15,79,imgFunc,2,NA,0.7855980999997882,330.9298884,331.90482096000005,2022-04-12 14:26:25.530715,2022-04-12 14:26:26.504085,SD020.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD503.jpg,1,L_FF503.jpg,1,,,,,0,16,16,42,imgFunc,0,NA,1.290993399999934,331.9069592999999,333.37121315999957,2022-04-12 14:26:26.527025,2022-04-12 14:26:27.987082,L_DD503.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD020.jpg,0,FF020.jpg,0,,,,,0,17,17,19,imgFunc,1,NA,1.5757598000000144,333.4097907999999,335.16781586000025,2022-04-12 14:26:28.012015,2022-04-12 14:26:29.768273,DD020.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD035.jpg,0,MF035.jpg,0,,,,,0,18,18,94,imgFunc,0,NA,1.1689362000001893,335.1717370000001,336.49958586,2022-04-12 14:26:29.792210,2022-04-12 14:26:31.117637,SD035.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD515.jpg,1,L_MF515.jpg,1,,,,,0,19,19,114,imgFunc,1,NA,1.2998219999999492,336.5192575000001,337.9803880600002,2022-04-12 14:26:31.141565,2022-04-12 14:26:32.599633,L_SD515.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD027.jpg,0,MF027.jpg,0,,,,,0,20,20,86,imgFunc,1,NA,1.0133215999999265,338.00892139999996,339.1848163599998,2022-04-12 14:26:32.624561,2022-04-12 14:26:33.798391,SD027.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD520.jpg,1,L_MF520.jpg,1,,,,,0,21,21,119,imgFunc,1,NA,0.8109511000002385,339.2150548999998,340.2046703599999,2022-04-12 14:26:33.824321,2022-04-12 14:26:34.813650,L_SD520.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD037.jpg,0,MF037.jpg,0,,,,,0,22,22,96,imgFunc,2,NA,1.5065849000002345,340.22447839999995,341.9060999600001,2022-04-12 14:26:34.836588,2022-04-12 14:26:36.513063,SD037.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD028.jpg,0,MF028.jpg,0,,,,,0,23,23,87,imgFunc,2,NA,0.7527308999997331,341.91379659999984,342.82523465999975,2022-04-12 14:26:36.536999,2022-04-12 14:26:37.445543,SD028.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD007.jpg,0,FF007.jpg,0,,,,,0,24,24,6,imgFunc,1,NA,0.32139950000009776,342.8518535999997,343.3467723599997,2022-04-12 14:26:37.469481,2022-04-12 14:26:37.961152,DD007.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD511.jpg,1,L_MF511.jpg,1,,,,,0,25,25,110,imgFunc,2,NA,0.5149577000001955,343.36934059999976,344.04706175999945,2022-04-12 14:26:37.986084,2022-04-12 14:26:38.661262,L_SD511.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD005.jpg,0,FF005.jpg,0,,,,,0,26,26,4,imgFunc,1,NA,2.438474600000063,344.0699174000001,346.6809846600004,2022-04-12 14:26:38.684198,2022-04-12 14:26:41.292160,DD005.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD011.jpg,0,MF011.jpg,0,,,,,0,27,27,70,imgFunc,1,NA,1.2149418999997579,346.7047312999998,348.09758185999954,2022-04-12 14:26:41.317090,2022-04-12 14:26:42.707336,SD011.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD033.jpg,0,FF033.jpg,0,,,,,0,28,28,32,imgFunc,1,NA,1.6423789000000397,348.1092067999998,349.9212181600001,2022-04-12 14:26:42.731272,2022-04-12 14:26:44.539391,DD033.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD025.jpg,0,FF025.jpg,0,,,,,0,29,29,24,imgFunc,9,NA,0.8517705999997816,349.9357351999997,350.9457036599997,2022-04-12 14:26:44.564323,2022-04-12 14:26:45.571603,DD025.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD515.jpg,1,L_FF515.jpg,1,,,,,0,30,30,54,imgFunc,0,NA,0.8714538999997785,350.97299840000005,352.00005406000037,2022-04-12 14:26:45.596536,2022-04-12 14:26:46.620772,L_DD515.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD509.jpg,1,L_FF509.jpg,1,,,,,0,31,31,48,imgFunc,9,NA,4.2038360999999895,352.0304020999997,356.40500485999974,2022-04-12 14:26:46.644707,2022-04-12 14:26:51.016900,L_DD509.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD001.jpg,0,MF001.jpg,0,,,,,0,32,32,60,imgFunc,1,NA,1.1061738999997033,356.4292068,357.7024787600003,2022-04-12 14:26:51.042831,2022-04-12 14:26:52.315394,SD001.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD017.jpg,0,FF017.jpg,0,,,,,0,33,33,16,imgFunc,2,NA,0.6803486000003431,357.7281531999997,358.5942601599995,2022-04-12 14:26:52.337336,2022-04-12 14:26:53.199009,DD017.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD025.jpg,0,MF025.jpg,0,,,,,0,34,34,84,imgFunc,1,NA,1.2165325000000848,358.59631450000006,359.97267525999996,2022-04-12 14:26:53.222945,2022-04-12 14:26:54.597233,SD025.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD027.jpg,0,FF027.jpg,0,,,,,0,35,35,26,imgFunc,2,NA,1.0346008999999867,360.001041,361.1954343599996,2022-04-12 14:26:54.621170,2022-04-12 14:26:55.812952,DD027.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD509.jpg,1,L_MF509.jpg,1,,,,,0,36,36,108,imgFunc,0,NA,3.1624197999999524,361.21473509999987,364.54086315999984,2022-04-12 14:26:55.836886,2022-04-12 14:26:59.159913,L_SD509.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD016.jpg,0,MF016.jpg,0,,,,,0,37,37,75,imgFunc,9,NA,1.0233776999998554,364.57081789999984,365.7640930599996,2022-04-12 14:26:59.184847,2022-04-12 14:27:00.375632,SD016.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD040.jpg,0,MF040.jpg,0,,,,,0,38,38,99,imgFunc,0,NA,0.8174587000003157,365.78192899999976,366.75321795999935,2022-04-12 14:27:00.403558,2022-04-12 14:27:01.374933,SD040.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD037.jpg,0,FF037.jpg,0,,,,,0,39,39,36,imgFunc,9,NA,0.538156699999945,366.77460729999984,367.4715977599999,2022-04-12 14:27:01.397872,2022-04-12 14:27:02.091001,DD037.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD008.jpg,0,MF008.jpg,0,,,,,0,40,40,67,imgFunc,1,NA,0.34990349999998216,367.4906514999998,368.00166525999975,2022-04-12 14:27:02.114936,2022-04-12 14:27:02.623561,SD008.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD031.jpg,0,MF031.jpg,0,,,,,0,41,41,90,imgFunc,2,NA,0.37640419999979713,368.02251609999985,368.5715857599994,2022-04-12 14:27:02.637528,2022-04-12 14:27:03.174076,SD031.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD022.jpg,0,FF022.jpg,0,,,,,0,42,42,21,imgFunc,2,NA,2.872512899999947,368.58052610000004,371.62426366,2022-04-12 14:27:03.197014,2022-04-12 14:27:06.237919,DD022.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD518.jpg,1,L_FF518.jpg,1,,,,,0,43,43,57,imgFunc,1,NA,0.7443936999998186,371.6421798000001,372.5511631600002,2022-04-12 14:27:06.262854,2022-04-12 14:27:07.169472,L_DD518.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD029.jpg,0,FF029.jpg,0,,,,,0,44,44,28,imgFunc,0,NA,0.8356598000000304,372.5755143000001,373.58503726000026,2022-04-12 14:27:07.186430,2022-04-12 14:27:08.186801,DD029.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,DD038.jpg,0,FF038.jpg,0,,,,,0,45,45,37,imgFunc,0,NA,0.7074695000001157,373.5899857999998,374.46250766,2022-04-12 14:27:08.212733,2022-04-12 14:27:09.085443,DD038.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD019.jpg,0,MF019.jpg,0,,,,,0,46,46,78,imgFunc,0,NA,0.8405608000002758,374.4845379999997,375.4919679599998,2022-04-12 14:27:09.103398,2022-04-12 14:27:10.101771,SD019.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,SD009.jpg,0,MF009.jpg,0,,,,,0,47,47,68,imgFunc,0,NA,0.8603952999997091,375.5120673000001,376.5408145600004,2022-04-12 14:27:10.125709,2022-04-12 14:27:11.151016,SD009.jpg,0,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_DD519.jpg,1,L_FF519.jpg,1,,,,,0,48,48,58,imgFunc,1,NA,1.1143172000001869,376.57096809999985,377.8558137599998,2022-04-12 14:27:11.179942,2022-04-12 14:27:12.466561,L_DD519.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD516.jpg,1,L_MF516.jpg,1,,,,,0,49,49,115,imgFunc,1,NA,0.9150346999999783,377.8883646999998,378.98206776000006,2022-04-12 14:27:12.490502,2022-04-12 14:27:13.581633,L_SD516.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
,L_SD502.jpg,1,L_MF502.jpg,1,,,,,0,50,50,101,imgFunc,1,NA,0.8187606999999844,378.98002339999994,379.96083395999995,2022-04-12 14:27:13.604573,2022-04-12 14:27:14.582005,L_SD502.jpg,1,12007,2022_Apr_12_1421,Recall,2021.2.3,59.89261254568393,
